KSP_038_10x183x508,ściana pionowa,fornir dab mat,327 zł,,,,183,x,508
KSP_039_10x258x552,ściana pionowa,fornir dab mat,493 zł,,,,258,x,552
KSP_040_10x258x508,ściana pionowa,fornir dab mat,454 zł,,,,258,x,508
KSP_041_10x79x154,ściana pionowa,fornir dab mat,55 zł,,,,79,x,154
KSP_042_10x79x523,ściana pionowa,fornir dab mat,153 zł,,,,79,x,523
KSP_043_10x154x154,ściana pionowa,fornir dab mat,94 zł,,,,154,x,154
KSP_044_10x329x479,ściana pionowa,fornir dab mat,544 zł,,,,329,x,479
KSP_045_10x420x479,ściana pionowa,fornir dab mat,690 zł,,,,420,x,479
KSP_046_10x420x523,ściana pionowa,fornir dab mat,752 zł,,,,420,x,523
KSP_047_10x479x479,ściana pionowa,fornir dab mat,785 zł,,,,479,x,479
KSP_048_10x479x523,ściana pionowa,fornir dab mat,856 zł,,,,479,x,523
KSP_049_10x479x729,ściana pionowa,fornir dab mat,1 187 zł,,,,479,x,729
KSP_050_10x523x523,ściana pionowa,fornir dab mat,933 zł,,,,523,x,523
KSP_051_10x523x729,ściana pionowa,fornir dab mat,1 295 zł,,,,523,x,729
KSP_052_10x729x729,ściana pionowa,fornir dab mat,1 799 zł,,,,729,x,729
KSP_053_10x449x508,ściana pionowa,fornir dab mat,577 zł,,,,449,,508
KSP_054_10x449x552,ściana pionowa,fornir dab mat,619 zł,,,,449,,552
KSP_055_10x479x374,ściana pionowa,fornir dab mat,456 zł,,,,479,,374
KSP_056_10x358x386,ściana pionowa,fornir dab mat,466 zł,,,,358,x,386
KSP_057_10x523x374,ściana pionowa,fornir dab mat,492 zł,,,,523,x,374
KSP_058_10x523x154,ściana pionowa,fornir dab mat,211 zł,,,,523,x,154
,,,,,,,Profil 1,x,Profil 2
KSP_001_10x258x108,ściana pionowa,fornir orzech mat,127 zł,,,,229,x,79
KSP_002_10x258x183,ściana pionowa,fornir orzech mat,177 zł,,,,229,x,154
KSP_003_10x258x258,ściana pionowa,fornir orzech mat,225 zł,,,,229,x,229
KSP_004_10x258x358,ściana pionowa,fornir orzech mat,291 zł,,,,229,x,329
KSP_005_10x258x403,ściana pionowa,fornir orzech mat,321 zł,,,,229,x,374
KSP_006_10x258x449,ściana pionowa,fornir orzech mat,352 zł,,,,229,x,420
KSP_007_10x358x108,ściana pionowa,fornir orzech mat,162 zł,,,,329,x,79
KSP_008_10x358x183,ściana pionowa,fornir orzech mat,227 zł,,,,329,x,154
KSP_009_10x358x358,ściana pionowa,fornir orzech mat,378 zł,,,,329,x,329
KSP_010_10x358x403,ściana pionowa,fornir orzech mat,417 zł,,,,329,x,374
KSP_011_10x358x449,ściana pionowa,fornir orzech mat,457 zł,,,,329,x,420
KSP_012_10x403x108,ściana pionowa,fornir orzech mat,179 zł,,,,374,x,79
KSP_013_10x403x183,ściana pionowa,fornir orzech mat,249 zł,,,,374,x,154
KSP_014_10x403x358,ściana pionowa,fornir orzech mat,417 zł,,,,374,x,329
KSP_015_10x403x403,ściana pionowa,fornir orzech mat,461 zł,,,,374,x,374
KSP_016_10x403x449,ściana pionowa,fornir orzech mat,503 zł,,,,374,x,420
KSP_017_10x449x108,ściana pionowa,fornir orzech mat,193 zł,,,,420,x,79
KSP_018_10x449x183,ściana pionowa,fornir orzech mat,273 zł,,,,420,x,154
KSP_019_10x449x449,ściana pionowa,fornir orzech mat,553 zł,,,,420,x,420
KSP_020_10x508x108,ściana pionowa,fornir orzech mat,215 zł,,,,479,x,79
KSP_021_10x508x183,ściana pionowa,fornir orzech mat,302 zł,,,,479,x,154
KSP_022_10x108x758,ściana pionowa,fornir orzech mat,304 zł,,,,79,x,729
KSP_023_10x183x758,ściana pionowa,fornir orzech mat,429 zł,,,,154,x,729
KSP_024_10x258x758,ściana pionowa,fornir orzech mat,557 zł,,,,229,x,729
KSP_025_10x358x758,ściana pionowa,fornir orzech mat,725 zł,,,,329,x,729
KSP_026_10x403x758,ściana pionowa,fornir orzech mat,800 zł,,,,374,x,729
KSP_027_10x449x758,ściana pionowa,fornir orzech mat,878 zł,,,,420,x,729
KSP_028_10x258x386,ściana pionowa,fornir orzech mat,310 zł,,,,229,x,357
KSP_029_10x358x552,ściana pionowa,fornir orzech mat,546 zł,,,,329,x,523
KSP_030_10x258x552,ściana pionowa,fornir orzech mat,420 zł,,,,229,x,523
KSP_031_10x258x369,ściana pionowa,fornir orzech mat,298 zł,,,,229,x,340
KSP_032_10x247x508,ściana pionowa,fornir orzech mat,378 zł,,,,218,x,479
KSP_033_10x108x108,ściana pionowa,fornir orzech mat,73 zł,,,,79,x,79
KSP_034_10x258x508,ściana pionowa,fornir orzech mat,391 zł,,,,229,x,479
KSP_035_10x403x552,ściana pionowa,fornir orzech mat,801 zł,,,,403,x,552
KSP_036_10x508x403,ściana pionowa,fornir orzech mat,739 zł,,,,508,x,403
KSP_037_10x183x552,ściana pionowa,fornir orzech mat,372 zł,,,,183,x,552
KSP_038_10x183x508,ściana pionowa,fornir orzech mat,343 zł,,,,183,x,508
KSP_039_10x258x552,ściana pionowa,fornir orzech mat,518 zł,,,,258,x,552
KSP_040_10x258x508,ściana pionowa,fornir orzech mat,478 zł,,,,258,x,508
KSP_041_10x79x154,ściana pionowa,fornir orzech mat,57 zł,,,,79,x,154
KSP_042_10x79x523,ściana pionowa,fornir orzech mat,161 zł,,,,79,x,523
KSP_043_10x154x154,ściana pionowa,fornir orzech mat,98 zł,,,,154,x,154
KSP_044_10x329x479,ściana pionowa,fornir orzech mat,572 zł,,,,329,x,479
KSP_045_10x420x479,ściana pionowa,fornir orzech mat,726 zł,,,,420,x,479
KSP_046_10x420x523,ściana pionowa,fornir orzech mat,792 zł,,,,420,x,523
KSP_047_10x479x479,ściana pionowa,fornir orzech mat,826 zł,,,,479,x,479
KSP_048_10x479x523,ściana pionowa,fornir orzech mat,901 zł,,,,479,x,523
KSP_049_10x479x729,ściana pionowa,fornir orzech mat,1 250 zł,,,,479,x,729
KSP_050_10x523x523,ściana pionowa,fornir orzech mat,982 zł,,,,523,x,523
KSP_051_10x523x729,ściana pionowa,fornir orzech mat,1 363 zł,,,,523,x,729
KSP_052_10x729x729,ściana pionowa,fornir orzech mat,1 895 zł,,,,729,x,729
KSP_053_10x449x508,ściana pionowa,fornir orzech mat,614 zł,,,,449,,508
KSP_054_10x449x552,ściana pionowa,fornir orzech mat,660 zł,,,,449,,552
KSP_055_10x479x374,ściana pionowa,fornir orzech mat,485 zł,,,,479,,374
KSP_056_10x358x386,ściana pionowa,fornir orzech mat,494 zł,,,,358,x,386
KSP_057_10x523x374,ściana pionowa,fornir orzech mat,524 zł,,,,523,x,374
KSP_058_10x523x154,ściana pionowa,fornir orzech mat,224 zł,,,,523,x,154
,,,,,,,Profil 1,x,Profil 2
KSP_001_10x258x108,ściana pionowa,fornir orzech polysk,173 zł,,,,229,x,79
KSP_002_10x258x183,ściana pionowa,fornir orzech polysk,256 zł,,,,229,x,154
KSP_003_10x258x258,ściana pionowa,fornir orzech polysk,339 zł,,,,229,x,229
KSP_004_10x258x358,ściana pionowa,fornir orzech polysk,450 zł,,,,229,x,329
KSP_005_10x258x403,ściana pionowa,fornir orzech polysk,498 zł,,,,229,x,374
KSP_006_10x258x449,ściana pionowa,fornir orzech polysk,549 zł,,,,229,x,420
KSP_007_10x358x108,ściana pionowa,fornir orzech polysk,228 zł,,,,329,x,79
KSP_008_10x358x183,ściana pionowa,fornir orzech polysk,339 zł,,,,329,x,154
KSP_009_10x358x358,ściana pionowa,fornir orzech polysk,597 zł,,,,329,x,329
KSP_010_10x358x403,ściana pionowa,fornir orzech polysk,664 zł,,,,329,x,374
KSP_011_10x358x449,ściana pionowa,fornir orzech polysk,730 zł,,,,329,x,420
KSP_012_10x403x108,ściana pionowa,fornir orzech polysk,252 zł,,,,374,x,79
KSP_013_10x403x183,ściana pionowa,fornir orzech polysk,376 zł,,,,374,x,154
KSP_014_10x403x358,ściana pionowa,fornir orzech polysk,664 zł,,,,374,x,329
KSP_015_10x403x403,ściana pionowa,fornir orzech polysk,738 zł,,,,374,x,374
KSP_016_10x403x449,ściana pionowa,fornir orzech polysk,813 zł,,,,374,x,420
KSP_017_10x449x108,ściana pionowa,fornir orzech polysk,276 zł,,,,420,x,79
KSP_018_10x449x183,ściana pionowa,fornir orzech polysk,413 zł,,,,420,x,154
KSP_019_10x449x449,ściana pionowa,fornir orzech polysk,896 zł,,,,420,x,420
KSP_020_10x508x108,ściana pionowa,fornir orzech polysk,308 zł,,,,479,x,79
KSP_021_10x508x183,ściana pionowa,fornir orzech polysk,461 zł,,,,479,x,154
KSP_022_10x108x758,ściana pionowa,fornir orzech polysk,442 zł,,,,79,x,729
KSP_023_10x183x758,ściana pionowa,fornir orzech polysk,666 zł,,,,154,x,729
KSP_024_10x258x758,ściana pionowa,fornir orzech polysk,889 zł,,,,229,x,729
KSP_025_10x358x758,ściana pionowa,fornir orzech polysk,1 186 zł,,,,329,x,729
KSP_026_10x403x758,ściana pionowa,fornir orzech polysk,1 321 zł,,,,374,x,729
KSP_027_10x449x758,ściana pionowa,fornir orzech polysk,1 457 zł,,,,420,x,729
KSP_028_10x258x386,ściana pionowa,fornir orzech polysk,479 zł,,,,229,x,357
KSP_029_10x358x552,ściana pionowa,fornir orzech polysk,883 zł,,,,329,x,523
KSP_030_10x258x552,ściana pionowa,fornir orzech polysk,662 zł,,,,229,x,523
KSP_031_10x258x369,ściana pionowa,fornir orzech polysk,461 zł,,,,229,x,340
KSP_032_10x247x508,ściana pionowa,fornir orzech polysk,592 zł,,,,218,x,479
KSP_033_10x108x108,ściana pionowa,fornir orzech polysk,94 zł,,,,79,x,79
KSP_034_10x258x508,ściana pionowa,fornir orzech polysk,614 zł,,,,229,x,479
KSP_035_10x403x552,ściana pionowa,fornir orzech polysk,1 177 zł,,,,403,x,552
KSP_036_10x508x403,ściana pionowa,fornir orzech polysk,1 085 zł,,,,508,x,403
KSP_037_10x183x552,ściana pionowa,fornir orzech polysk,543 zł,,,,183,x,552
KSP_038_10x183x508,ściana pionowa,fornir orzech polysk,500 zł,,,,183,x,508
KSP_039_10x258x552,ściana pionowa,fornir orzech polysk,759 zł,,,,258,x,552
KSP_040_10x258x508,ściana pionowa,fornir orzech polysk,700 zł,,,,258,x,508
KSP_041_10x79x154,ściana pionowa,fornir orzech polysk,78 zł,,,,79,x,154
KSP_042_10x79x523,ściana pionowa,fornir orzech polysk,230 zł,,,,79,x,523
KSP_043_10x154x154,ściana pionowa,fornir orzech polysk,138 zł,,,,154,x,154
KSP_044_10x329x479,ściana pionowa,fornir orzech polysk,838 zł,,,,329,x,479
KSP_045_10x420x479,ściana pionowa,fornir orzech polysk,1 066 zł,,,,420,x,479
KSP_046_10x420x523,ściana pionowa,fornir orzech polysk,1 163 zł,,,,420,x,523
KSP_047_10x479x479,ściana pionowa,fornir orzech polysk,1 214 zł,,,,479,x,479
KSP_048_10x479x523,ściana pionowa,fornir orzech polysk,1 324 zł,,,,479,x,523
KSP_049_10x479x729,ściana pionowa,fornir orzech polysk,1 840 zł,,,,479,x,729
KSP_050_10x523x523,ściana pionowa,fornir orzech polysk,1 445 zł,,,,523,x,523
KSP_051_10x523x729,ściana pionowa,fornir orzech polysk,2 008 zł,,,,523,x,729
KSP_052_10x729x729,ściana pionowa,fornir orzech polysk,2 793 zł,,,,729,x,729
KSP_053_10x449x508,ściana pionowa,fornir orzech polysk,1 001 zł,,,,449,x,508
KSP_054_10x449x552,ściana pionowa,fornir orzech polysk,1 081 zł,,,,449,x,552
KSP_055_10x479x374,ściana pionowa,fornir orzech polysk,789 zł,,,,479,x,374
KSP_056_10x358x386,ściana pionowa,fornir orzech polysk,806 zł,,,,358,x,386
KSP_057_10x523x374,ściana pionowa,fornir orzech polysk,856 zł,,,,523,x,374
KSP_058_10x523x154,ściana pionowa,fornir orzech polysk,360 zł,,,,523,x,154
,,,,,,,Profil 1,x,Profil 2
KSPO_001_12x362x262,półka - poziom,PC mat,214 zł,,,,329,x,229
KSPO_002_12x362x362,półka - poziom,PC mat,271 zł,,,,329,x,329
KSPO_003_12x362x407,półka - poziom,PC mat,297 zł,,,,329,x,374
KSPO_004_12x362x453,półka - poziom,PC mat,322 zł,,,,329,x,420
KSPO_005_12x362x512,półka - poziom,PC mat,356 zł,,,,329,x,479
KSPO_006_12x362x556,półka - poziom,PC mat,380 zł,,,,329,x,523
KSPO_007_12x362x762,półka - poziom,PC mat,498 zł,,,,329,x,729
KSPO_008_12x407x262,półka - poziom,PC mat,234 zł,,,,374,x,229
KSPO_009_12x407x407,półka - poziom,PC mat,324 zł,,,,374,x,374
